Distance,Battery,Motor
293.2393494,0.420405104,5.818535825
502.4459918,0.684843093,13.0320763
513.0735609,0.721708025,7.320505644
357.2868285,0.553607158,3.235558109
324.8093311,0.454302005,7.939622023
278.2630632,0.374610352,18.98289834
253.3842305,0.363057045,5.85460526
438.0325567,0.589404664,19.34165704
125.0723365,0.182122389,4.99501473
380.2593043,0.610144684,2.722129569
97.63890986,0.139661793,5.96405806
311.9527971,0.441265418,6.800992355
443.40584,0.680881175,3.404982872
329.1695746,0.449383524,12.52750392
263.3273858,0.369107754,7.690960671
333.2765089,0.467162192,7.68946677
469.5203375,0.642521093,11.84623147
280.6089923,0.377579037,19.34315172
139.8081418,0.188952238,16.58514206
124.8573869,0.173494213,8.804131957
262.4112965,0.356901207,13.78031828
516.2916967,0.735756938,6.218330281
507.5503415,0.687905323,15.19719005
189.5596594,0.278517631,4.621596713
168.1201397,0.228933576,13.35086152
312.2585204,0.419975834,19.67971003
270.3042278,0.373809924,9.567306271
228.1234169,0.310484145,13.52786698
513.1904134,0.709728491,9.561007463
159.1433687,0.216086339,14.42442478
520.0633778,0.70400573,15.76482238
363.287148,0.497702524,11.55141789
408.1170239,0.579555274,6.480805852
251.3995939,0.384593102,3.481515765
541.2536968,0.737471588,13.15193684
576.2161154,0.782266082,14.48940662
367.924789,0.513206425,8.276913287
336.7252202,0.475128388,7.021300156
402.141198,0.57185525,6.375553802
367.9980889,0.570235474,3.234576798
81.5571063,0.112287024,10.4116444
128.3673665,0.1900399,4.350374206
216.9207408,0.29174039,19.70508372
371.8242219,0.507735178,12.45678198
440.6474561,0.600870425,12.89179048
189.3710149,0.256037614,16.37731939
466.853933,0.637358035,12.52403309
146.5918368,0.200638656,11.80176128
207.9463025,0.281294405,16.11756635
220.5010598,0.297867607,16.84445377
101.7004767,0.159201003,3.064352811
73.78912074,0.122633607,2.358479352
101.4344756,0.147957639,4.918433468
194.4843818,0.262677143,16.94051348
229.1150461,0.309217813,17.37196291
401.679111,0.555963308,9.421670224
140.4187314,0.192644496,11.20155716
175.3029051,0.239186471,12.70412478
183.9679923,0.262751492,6.063988613
336.7552577,0.453763498,18.36955209
525.1095728,0.712747189,14.56810445
319.577837,0.430612972,18.37671259
428.4710351,0.578187309,17.45885644
263.8332683,0.488189879,1.708686779
393.1054342,0.533653843,14.50676935
540.6484126,0.727012244,19.82599484
276.1111549,0.44656624,2.629278185
338.6705573,0.459786666,14.4802015
84.12504638,0.113560787,17.24796736
196.3085963,0.274318563,8.050514003
330.192668,0.635994158,1.559620317
82.30315829,0.110884479,18.46245992
566.0885403,0.783836412,9.354474223
455.8011334,0.673314308,4.425130642
393.5447771,0.53279192,15.71651926
508.4664729,0.792705597,3.130328564
551.9045033,0.77928291,6.959235511
365.7650467,0.535755225,4.743156366
88.1313052,0.137761745,3.087233894
488.651088,0.660951124,16.16356594
222.4230876,0.300814937,16.22341505
331.4163786,0.446528405,18.43052884
546.4264442,0.751951675,10.51260934
107.5612093,0.152338268,6.695273493
281.4172135,0.389446346,9.44891835
256.0789752,0.347927732,14.172385
456.6218571,0.709084949,3.196894313
371.4862194,0.504103607,14.67162615
298.4882196,0.418093656,7.771281273
440.9393465,0.633568433,5.683262539
263.0816566,0.391154393,4.21065967
385.9759809,0.533404986,9.689693305
232.3714369,0.31338054,17.81911002
287.5068476,0.392738286,12.35066135
306.4557286,0.418654186,12.32861145
460.9005393,0.694388498,3.835500424
483.98574,0.661953038,11.99626588
524.450509,0.725458932,9.523265362
135.6688336,0.184421822,13.98059649
141.660164,0.191058593,17.77704894
246.3607237,0.342426105,8.762207035
204.7887293,0.279946448,12.14195377
184.063336,0.256341085,8.485180592
153.6877746,0.220347945,5.815110995
289.7093046,0.390979213,17.39865477
187.7030191,0.252755,18.81527007
77.67798994,0.111584746,5.697989867
437.0518062,0.596586263,12.56742799
398.7346364,0.540170193,15.409664
393.2553085,0.529150678,19.34572567
389.5823477,0.565108889,5.174907892
376.8266975,0.515183088,12.10870338
359.0930455,0.483112662,19.45307357
247.0878598,0.343173958,8.874965013
273.3419356,0.397663499,5.036131951
90.45918418,0.126108369,8.349523308
359.2594975,0.682627787,1.606523011
349.3715126,0.475010984,13.90784501
548.649696,0.744278769,14.80414139
327.5356212,0.441489049,18.15034955
531.5799244,0.765683639,5.541832604
166.4384455,0.242018521,5.058900572
438.3148957,0.625436868,6.127974333
137.1182339,0.187711559,11.74593014
87.86594177,0.118700624,16.81924236
247.211065,0.338135087,11.97861949
422.0328201,0.570295417,16.66684572
537.0146596,0.751262942,7.915211569
185.4427597,0.258519642,8.351819961
190.619621,0.277150524,5.063902131
161.4567029,0.217881618,17.43503896
260.7839607,0.374601775,5.700441743
278.8135273,0.383039886,10.87957849
572.1171854,0.785419809,11.04570061
242.6162229,0.327285031,17.65372958
213.4724977,0.302964348,6.527855533
439.6150172,0.59572206,15.27856386
348.2854262,0.47071802,16.57781243
176.1741641,0.250427537,6.404735715
423.5733704,0.599986068,6.683943411
439.1591468,0.593265183,16.82623121
141.6504342,0.190473089,19.84563535
193.0326467,0.334846481,2.039243214
244.821412,0.339751852,8.997111248
206.1482918,0.280497207,13.62698912
215.7496155,0.303347436,7.365015662
296.4284671,0.400543187,16.69706281
79.53323201,0.110558305,8.746389586
549.6949219,0.753953927,11.26200639
220.0291655,0.31948566,5.126366276
528.2605103,0.764374935,5.298133137
463.5060972,0.623392248,19.68679314
531.2838252,0.724468409,12.88935573
557.9675544,0.751240209,18.90912158
328.6925998,0.44510904,15.59257974
317.2117663,0.478275607,3.815868389
447.3027747,0.715754034,2.755910877
80.0562768,0.110073342,10.69661236
120.4679627,0.165790854,10.49765228
295.5038848,0.409175772,9.352313222
80.82269114,0.112129561,9.041738329
170.3443728,0.2369297,8.66417074
464.6747295,0.671590185,5.357963353
310.1334924,0.424578584,11.73762576
124.2829737,0.169844564,12.22678658
537.0655277,0.760133336,6.751538901
416.8320113,0.572872581,10.79319889
79.28679544,0.107029006,17.25123929
528.2548574,0.751690267,6.326094293
150.6521012,0.21777734,5.34808791
216.2570328,0.298558321,9.873457143
219.5028159,0.298902803,13.35074795
340.4437596,0.488142634,5.810587126
73.55969531,0.106025669,5.504590138
500.6406968,0.700831774,7.839495442
398.4869603,0.565634587,6.514738039
505.8713095,0.702179609,8.963405991
309.4544789,0.42428372,11.35438139
97.1936296,0.131075344,17.82778312
441.7919357,0.613532646,8.889775111
444.5110055,0.614094111,9.74950682
174.6757076,0.238209535,12.86447314
309.2349237,0.419520964,14.78005537
183.4543113,0.277046676,3.775597438
416.2356262,0.760012282,1.766167998
393.6632293,0.586054697,4.170914496
285.8455097,0.401619003,7.437615268
288.6960126,0.412348067,6.060830169
201.3460851,0.327134207,2.579068499
511.9329613,0.722680943,6.979603874
162.6486081,0.222011491,12.57811284
261.447909,0.35382762,15.89196997
360.8957665,0.501046764,8.932543111
471.4052726,0.659623774,7.889238552
578.1455476,0.78463367,14.62118888
371.2185983,0.545436502,4.620918597
246.5022937,0.33579245,13.22500747
288.4023166,0.391295854,14.73980361
550.6771245,0.743462723,17.16942832
311.3010684,0.439973745,6.874092068
565.4611437,0.795203056,7.34520644
339.5238939,0.660468064,1.527582296
80.52039959,0.118611221,4.525706391
74.4621532,0.105044751,7.041805991
220.915698,0.303357933,10.98576296
290.5681672,0.404733086,8.463390319
105.1222419,0.150179699,6.046305556
557.2102303,0.782705656,7.462389679
433.9707943,0.605181125,8.309232914
107.3514242,0.145733154,14.50680653
496.023211,0.6813196,10.92218002
240.0229203,0.324216831,16.88240924
592.2303244,0.796937897,19.29684776
495.2560242,0.678899527,11.40236655
196.0292883,0.26392065,18.93727747
187.8079597,0.253793196,16.65150726
506.9501475,0.682943679,18.51569331
273.7917914,0.491763204,1.844039557
144.2730161,0.199518882,9.566944184
424.6562254,0.764917389,1.829927088
569.3075766,0.791693909,8.690867171
242.7021458,0.329477438,14.50538808
444.9451114,0.60664603,12.93673488
528.0592228,0.769412921,4.966657839
488.5932251,0.671364498,10.83757677
156.7290219,0.224996514,5.736675714
264.3893024,0.424738965,2.70751932
397.7579179,0.542538251,12.80235031
326.3859173,0.447775759,11.20288389
426.0984297,0.622292985,4.865463621
334.0993663,0.459319878,10.72045497
334.6588351,0.508705683,3.620381805
334.8302625,0.575946452,2.094032063
148.4712788,0.206503893,8.666106631
444.5732026,0.599696722,17.6788407
184.5823835,0.248963757,17.73873316
412.7290255,0.562623135,12.99377574
334.5160813,0.462316739,9.679073265
589.6276817,0.793222157,19.49484133
337.9174569,0.483849721,5.897757832
564.2240869,0.773417241,11.41013785
101.7765334,0.139559774,11.32426074
157.7026849,0.216082697,11.51547597
330.2257112,0.445326294,17.85030397
400.3044338,0.550743717,10.56104763
545.9832659,0.741466691,14.35646072
278.1771463,0.395265215,6.435085912
147.6046908,0.201167544,13.06533707
388.9881637,0.608137061,3.084773509
346.7209149,0.470904842,14.31903769
489.7627576,0.707066064,5.416526974
424.8409625,0.571575109,19.44370635
121.2264626,0.164771044,14.02320662
328.3777092,0.461854437,7.332170762
187.5799354,0.255005254,13.95404779
171.3417446,0.233998624,12.42207975
180.4919023,0.249390091,9.720803306
280.3471561,0.380831215,14.24327831
79.25603691,0.117881663,4.199401404
416.6261584,0.560148871,19.95052339
443.9595105,0.60265182,14.53263351
284.2611824,0.383032127,18.36580225
227.2434923,0.306375944,18.00083256
410.6144762,0.594679228,5.252676893
198.3761753,0.267513467,17.86652187
390.5244193,0.53323094,12.47915358
267.7439046,0.364959296,13.0146262
207.5925532,0.280277895,17.14971761
75.76061347,0.102028659,18.73564431
520.7667946,0.789363895,3.685921131
520.7009565,0.732130355,7.362739485
476.1463646,0.655815556,10.32954881
374.9020826,0.548676203,4.777475012
343.4265091,0.474661803,9.667647169
500.730571,0.687427238,11.04259288
391.1461001,0.619393763,2.893554016
524.7448343,0.707645708,17.84994437
100.2809075,0.142311954,6.5326748
510.7523215,0.689516394,17.20644254
447.1790624,0.607865108,13.98622903
521.3687964,0.714774882,11.37455834
156.6438568,0.267941876,2.132365108
313.7291436,0.430134534,11.36016617
425.6430367,0.603159899,6.650783917
196.3421106,0.273307355,8.552471297
420.1713333,0.570105408,14.7182552
411.1614948,0.57519753,7.915550571
592.3272393,0.799454348,17.34346159
72.79708736,0.1027235,7.016968724
174.7513257,0.23614753,16.65530297
568.1121698,0.781998838,10.45753208
132.4537448,0.179903704,14.29825939
159.1455283,0.2151168,16.511099
337.9878734,0.49013847,5.187828512
357.5970432,0.482043546,18.10462114
190.161894,0.257539751,15.54454893
195.5822358,0.266262366,13.43818768
496.493174,0.676326282,13.23044073
554.8797384,0.753075378,14.61181554
177.6850622,0.2414553,14.10933955
196.296009,0.266455892,14.5413597
370.434822,0.501008272,16.20744047
120.7648998,0.162516228,19.25974685
349.4202569,0.476098716,13.14846528
466.876847,0.666265611,6.120359818
423.870568,0.599533619,6.807086533
136.1738076,0.191136736,7.542250963
480.5629082,0.670102327,8.319443675
552.0730699,0.749832972,14.30546207
89.75277164,0.127574699,6.408791374
185.496875,0.295518422,2.812214974
348.5657806,0.483614154,9.031951213
397.6378479,0.539644957,14.63011544
343.2786019,0.465565108,14.90944551
484.606665,0.661416683,12.60580473
290.1683718,0.397659322,11.46864507
72.70107792,0.100131474,10.33494131
114.8549023,0.173417146,3.780323979
320.1369362,0.461936511,5.444723102
299.4443509,0.409129717,12.29016727
233.6619346,0.405346474,2.038902524
219.1124223,0.301430031,10.58055335
391.4776131,0.527424582,18.46372083
201.4926463,0.280503761,8.539239263
186.4806119,0.285287174,3.480956943
587.1195197,0.796785881,14.63518041
415.587624,0.560095506,18.24251341
121.8334479,0.167419004,10.82346186
546.7779663,0.761101687,8.554440901
268.0978345,0.367831332,11.18835422
100.8901072,0.136871594,14.78043766
501.6551439,0.675412211,18.91916985
459.8228037,0.722620966,3.003993726
251.9141369,0.390540193,3.226232539
214.7432024,0.289882441,17.248756
122.945037,0.172151004,7.810101412
200.1213853,0.277911753,8.89200967
86.61446136,0.121332551,7.760705279
448.5348725,0.607518282,15.49888978
338.321568,0.45792369,15.82792714
176.5226516,0.251405367,6.262241586
545.6317304,0.736199845,17.52892169
326.9441683,0.460934734,7.100439162
109.1026675,0.147826936,15.3340444
468.1472367,0.632832881,16.47855475
91.64964419,0.127329704,8.828472042
314.545286,0.425597992,15.99460112
119.1624652,0.17217845,5.371959725
422.1366967,0.63948476,3.699929907
156.9963913,0.213026202,14.70413212
300.7255563,0.490331928,2.541559362
555.0902027,0.753309496,14.64018466
432.2067224,0.583886063,16.81396901
446.6627943,0.642920378,5.581322417
